,ID,ROW_ID,PURCHASING_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,VENDOR_CODE,VENDOR_NAME,NET_PRICE,CURRENCY
710,.1~711,711,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
711,.1~712,712,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
712,.1~713,713,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
713,.1~714,714,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
714,.1~715,715,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.02,EUR
715,.1~716,716,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.57,EUR
716,.1~717,717,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.37,EUR
717,.1~718,718,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.00,EUR
718,.1~719,719,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.10,EUR
719,.1~720,720,D3,04,12,04/12,2024-03-12T00:00:00,15,72,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.64,EUR
720,.1~721,721,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
721,.1~722,722,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
722,.1~723,723,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
723,.1~724,724,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
724,.1~725,725,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.02,EUR
725,.1~726,726,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.57,EUR
726,.1~727,727,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.37,EUR
727,.1~728,728,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.00,EUR
728,.1~729,729,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.10,EUR
729,.1~730,730,D3,04,13,04/13,2024-03-13T00:00:00,15,73,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.64,EUR
730,.1~731,731,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
731,.1~732,732,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
732,.1~733,733,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
733,.1~734,734,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
734,.1~735,735,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.02,EUR
735,.1~736,736,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.57,EUR
736,.1~737,737,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.37,EUR
737,.1~738,738,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.00,EUR
738,.1~739,739,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.10,EUR
739,.1~740,740,D3,04,14,04/14,2024-03-14T00:00:00,15,74,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.64,EUR
740,.1~741,741,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
741,.1~742,742,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
742,.1~743,743,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
743,.1~744,744,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
744,.1~745,745,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.02,EUR
745,.1~746,746,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.57,EUR
746,.1~747,747,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.37,EUR
747,.1~748,748,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.00,EUR
748,.1~749,749,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.10,EUR
749,.1~750,750,D3,04,15,04/15,2024-03-15T00:00:00,15,75,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.64,EUR
750,.1~751,751,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.33,EUR
751,.1~752,752,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.16,EUR
752,.1~753,753,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.25,EUR
753,.1~754,754,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.14,EUR
754,.1~755,755,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.13,EUR
755,.1~756,756,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.65,EUR
756,.1~757,757,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
757,.1~758,758,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,0.87,EUR
758,.1~759,759,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.12,EUR
759,.1~760,760,D3,04,16,04/16,2024-03-16T00:00:00,16,76,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.65,EUR
760,.1~761,761,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.33,EUR
761,.1~762,762,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.16,EUR
762,.1~763,763,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.25,EUR
763,.1~764,764,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.14,EUR
764,.1~765,765,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.13,EUR
765,.1~766,766,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.65,EUR
766,.1~767,767,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
767,.1~768,768,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,0.87,EUR
768,.1~769,769,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.12,EUR
769,.1~770,770,D3,04,17,04/17,2024-03-17T00:00:00,16,77,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.65,EUR
770,.1~771,771,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.33,EUR
771,.1~772,772,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.16,EUR
772,.1~773,773,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.25,EUR
773,.1~774,774,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.14,EUR
774,.1~775,775,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.13,EUR
775,.1~776,776,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.65,EUR
776,.1~777,777,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
777,.1~778,778,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,0.87,EUR
778,.1~779,779,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.12,EUR
779,.1~780,780,D3,04,18,04/18,2024-03-18T00:00:00,16,78,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.65,EUR
780,.1~781,781,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.33,EUR
781,.1~782,782,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.16,EUR
782,.1~783,783,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.25,EUR
783,.1~784,784,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.14,EUR
784,.1~785,785,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.13,EUR
785,.1~786,786,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.65,EUR
786,.1~787,787,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
787,.1~788,788,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,0.87,EUR
788,.1~789,789,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.12,EUR
789,.1~790,790,D3,04,19,04/19,2024-03-19T00:00:00,16,79,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.65,EUR
790,.1~791,791,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.33,EUR
791,.1~792,792,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.16,EUR
792,.1~793,793,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.25,EUR
793,.1~794,794,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.14,EUR
794,.1~795,795,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,2.13,EUR
795,.1~796,796,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.65,EUR
796,.1~797,797,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.40,EUR
797,.1~798,798,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,0.87,EUR
798,.1~799,799,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,1.12,EUR
799,.1~800,800,D3,04,20,04/20,2024-03-20T00:00:00,16,80,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.65,EUR
